연번,시도,시군구,선별진료소,전화번호,검체가능,주소,위도,경도
446,전남,목포시,세안종합병원,061-260-6713,Y,"전라남도 목포시 고하대로 795-2 (연산동,(연산동))",34.81692596,126.3802247
447,전남,목포시,전남중앙병원,061-260-3555,Y,전라남도 목포시 고하대로 724 (산정동),34.81040169,126.3757126
448,전남,목포시,목포시보건소,061-277-4000,Y,전라남도 목포시 원산로45번길 5 (산정동),34.80442292,126.3737276
449,전남,무안군,대송의료재단 무안병원,061-450-3111,Y,전라남도 무안군 무안읍 몽탄로 65,34.99171652,126.4887954
450,전남,무안군,무안군보건소,061-450-5021,Y,전라남도 무안군 무안읍 무안로 530,34.99065842,126.4826927
451,전남,보성군,보성아산병원,061-850-3606,Y,전라남도 보성군 미력면 가평길 36-17,34.77597409,127.1034062
452,전남,보성군,보성군보건소,061-850-5684,Y,전라남도 보성군 보성읍 송재로 153,34.77021733,127.0790385
453,전남,보성군,벌교삼호병원,061-859-5051,Y,전라남도 보성군 벌교읍 남하로 12,34.83355138,127.3462327
454,전남,순천시,순천시보건소,061-749-6680,Y,전남 순천시 중앙로 232,34.96667705,127.4860726
455,전남,순천시,순천 성가롤로병원,061-720-2000,Y,전라남도 순천시 순광로 221 (조례동),34.96375005,127.542936
456,전남,순천시,순천의료원,061-759-9440,Y,전라남도 순천시 서문성터길 2 (매곡동),34.95839068,127.4828894
457,전남,신안군,신안군보건소,061-240-8084,Y,전라남도 신안군 압해읍 천사로 1004,34.83360218,126.3514253
458,전남,신안군,신안대우병원,061-262-3301,N,전라남도 신안군 비금면 송치길 155-11,34.72224959,125.9325064
459,전남,여수시,여천전남병원,061-690-6000,Y,"전라남도 여수시 무선로 95 (선원동, (선원동))",34.7690278,127.6542285
460,전남,여수시,여수시보건소,061-659-4252,Y,전라남도 여수시 시청서4길 47 (학동),34.75931698,127.6603855
461,전남,여수시,여수전남병원,061-640-7118,Y,"전남 여수시 좌수영로 49(광무동,전남병원)",34.74512097,127.7281943
462,전남,여수시,여수한국병원,061-689-9119,Y,여수시 여천체육공원길 10,34.76124156,127.6750943
463,전남,여수시,여수제일병원,061-689-8119,Y,여수시 쌍봉로 70,34.76597269,127.6635396
464,전남,영광군,영광종합병원,061-350-8119,Y,전라남도 영광군 영광읍 와룡로 3,35.28410637,126.4980416
465,전남,영광군,영광기독병원,061-350-3000,Y,전라남도 영광군 영광읍 신남로 265,35.2749458,126.5109174
466,전남,영광군,영광군보건소,061-350-5552,Y,전라남도 영광군 영광읍 신남로4길 17,35.27468261,126.5041643
467,전남,영암군,영암병원,061-470-7100,Y,전라남도 영암군 영암읍 오리정길 8,34.79398467,126.701381
468,전남,영암군,영암군보건소,061-470-6536,Y,전라남도 영암군 영암읍 오리정길 39,34.79533941,126.7033414
469,전남,완도군,완도대성병원,061-553-1234,Y,전라남도 완도군 완도읍 청해진동로 63,34.31648955,126.735436
470,전남,완도군,완도군보건의료원,061-550-6767,Y,전라남도 완도군 완도읍 농공단지길 34,34.33582329,126.7313246
471,전남,장성군,장성병원,061-390-9000,Y,전라남도 장성군 장성읍 역전로 171,35.30571429,126.784095
472,전남,장성군,장성군보건소,061-390-8333,Y,전라남도 장성군 장성읍 청운11길 13,35.30454114,126.7824535
473,전남,장흥군,장흥종합병원,061-862-8300,Y,전라남도 장흥군 장흥읍 흥성로 74 (74),34.67713923,126.9113719
474,전남,장흥군,장흥군보건소,061-860-6481,Y,전라남도 장흥군 장흥읍 흥성로 49,34.67646848,126.9083329
475,전남,진도군,진도한국병원,061-542-7575,Y,전라남도 진도군 진도읍 남문길 48,34.48254961,126.2640747
476,전남,진도군,진도군보건소,061-540-6074,Y,전라남도 진도군 진도읍 남동1길 40-9,34.48037351,126.2629165
477,전남,함평군,함평성심병원,061-324-0001,Y,전라남도 함평군 함평읍 영수길 132-  ( ),35.06231404,126.52015
478,전남,함평군,함평군보건소,061-320-2417,Y,전라남도 함평군 함평읍 중앙길 54-8,35.0618959,126.524249
479,전남,해남군,해남종합병원,061-536-4116,Y,전라남도 해남군 해남읍 해남로 45,34.57109724,126.6125105
480,전남,해남군,해남우리종합병원,061-530-7000,Y,전남 해남군 옥천면 해남로 597,34.58437932,126.6469224
481,전남,해남군,해남군보건소,061-531-3745,Y,전라남도 해남군 해남읍 해남로 46,34.57046123,126.6120439
482,전남,화순군,화순전남대학교병원,061-1899-0000,Y,전남 화순군 화순읍 서양로 322,35.06117805,127.0032201
483,전남,화순군,화순군보건소,061-379-5342,Y,전라남도 화순군 화순읍 쌍충로 62,35.05713067,126.9820135
484,경북,경산시,세명병원,053-819-8500,Y,경상북도 경산시 경안로 208 (중방동),35.8266563,128.7372893
485,경북,경산시,경산중앙병원,053-715-0119,Y,경상북도 경산시 경안로 11 (백천동),35.80931838,128.7401298
486,경북,경산시,경산시 보건소,053-810-6314,Y,경상북도 경산시 남매로 158 (중방동),35.82511247,128.7432823
487,경북,경주시,경주시 보건소,054-779-8573,Y,경상북도 경주시 양정로 300 (동천동),35.85948325,129.2246329
488,경북,고령군,고령군보건소,054-954-1300,Y,경북 고령군 대가야읍 왕릉로 56-5 고령군보건소,35.72523517,128.2648137
489,경북,고령군,고령영생병원,054-955-2661,Y,경상북도 고령군 대가야읍 중앙로 33,35.72997811,128.2721569
490,경북,구미시,구미순천향병원,054-468-9114,Y,"경상북도 구미시 1공단로 179 (공단동, (공단동))",36.10341593,128.3821703
491,경북,구미시,구미차병원,054-450-9700,Y,경상북도 구미시 신시로10길 12 (형곡동),36.11459845,128.3407087
492,경북,구미시,구미시 구미보건소,054-480-4032,Y,경상북도 구미시 선산대로 111 (지산동),36.13993514,128.3459537
493,경북,군위군,군위군보건소,054-383-4000,Y,경상북도 군위군 군위읍 군청로 70,36.22965998,128.5699046
494,경북,김천시,김천의료원,054-432-8901,Y,경상북도 김천시 모암길 24 (모암동),36.12266995,128.1260004
495,경북,김천시,김천제일병원,054-420-9440,Y,경상북도 김천시 신음1길 12 (신음동),36.13545403,128.1188241
496,경북,김천시,김천시 보건소,054-433-4000,Y,경상북도 김천시 시청1길 221 (신음동),36.13953454,128.11286
497,경북,김천시,김천소년교도소 부속의원,054-429-5575,Y,경북 김천시 영남대로 1968,36.11744198,128.1441142
498,경북,문경시,문경제일병원,054-550-7700,Y,경상북도 문경시 당교3길 25 (모전동),36.58447542,128.1893287
499,경북,문경시,문경중앙병원,054-555-2011,Y,경상북도 문경시 중앙로 117-18 (점촌동),36.59600353,128.1990814
500,경북,문경시,문경시 보건소,054-555-2033,Y,경상북도 문경시 점촌1길 9 (점촌동),36.59602344,128.1978627
501,경북,봉화군,봉화군 보건소,054-673-4000,Y,경상북도 봉화군 봉화읍 봉화로 1203,36.89071878,128.7418543
502,경북,봉화군,봉화해성병원,054-674-0011,Y,경상북도 봉화군 봉화읍 보밑길 3,36.89169281,128.7335038
503,경북,상주시,상주성모병원,054-532-5001,Y,경상북도 상주시 냉림서성길 7 (냉림동),36.42081409,128.1599764
504,경북,상주시,상주시 보건소,054-535-4000,Y,경상북도 상주시 중앙로 111 (무양동),36.41690111,128.1499972
505,경북,상주시,상주 적십자병원,054-534-3501,Y,경상북도 상주시 상서문로 53 (남성동),36.41442416,128.1551643
506,경북,성주군,성주군보건소,054-933-2400,Y,경상북도 성주군 성주읍 성밖숲길 12,35.91738188,128.2786954
507,경북,안동시,안동시보건소,"054-840-5999,5917",Y,경북 안동시 서동문로 165,36.56699689,128.7302563
508,경북,안동시,안동병원,054-840-1004,Y,경상북도 안동시 앙실로 11 (수상동),36.54672744,128.7010925
509,경북,안동시,안동성소병원,054-850-8114,Y,경상북도 안동시 서동문로 99 (금곡동),36.56715696,128.7228072
510,경북,영덕군,영덕아산병원,054-730-0114,Y,경상북도 영덕군 영해면 영덕로 1621,36.52367971,129.4023435
511,경북,영덕군,영덕군보건소,054-730-6894,Y,경북 영덕군 영덕읍 군청길 53,36.41354512,129.373558
512,경북,영양군,영양군보건소,054-680-5196,Y,경북 영양군 영양읍 동서대로 82,36.66194588,129.1180639
513,경북,영주시,영주시보건소,054-631-4000,Y,경상북도 영주시 시청로1번길 19 (휴천동),36.80612459,128.6216639
514,경북,영주시,영주적십자병원,054-630-0100,Y,경상북도 영주시 대학로 327,36.8252567,128.6040043
515,경북,영천시,영남대학교 영천병원,054-338-9000,Y,경상북도 영천시 오수1길 10 (오수동),35.95709073,128.9127796
516,경북,영천시,영천시 보건소,054-339-7860,Y,경상북도 영천시 옛군청1길 31 (문내동),35.9687455,128.9324014
517,경북,예천군,예천군보건소,054-650-8616,Y,경상북도 예천군 예천읍 군청길 33,36.65769827,128.4529779
518,경북,예천군,예천권병원,054-654-6611,Y,경상북도 예천군 예천읍 시장로 136,36.65737684,128.4589861
519,경북,울릉군,울릉군보건의료원,054-790-6871,Y,경상북도 울릉군 울릉읍 울릉순환로 396-18,37.48594062,130.8994626
520,경북,울진군,울진군의료원,054-785-7015,Y,경상북도 울진군 울진읍 현내항길 71,36.99267279,129.4094958
521,경북,의성군,의성군보건소,054-830-6660,Y,경상북도 의성군 의성읍 북부길 150,36.36751719,128.6842121
522,경북,의성군,공생병원,054-834-3881,Y,경상북도 의성군 의성읍 문소3길 96-0 (공생병원),36.35446147,128.6946955
523,경북,청도군,청도군보건소(치매안심센터),"054-370-6566, 2673",Y,청도군 화양읍 산성강변길 471,35.654342,128.7381579
524,경북,청송군,청송군보건의료원,054-870-7100,Y,경상북도 청송군 청송읍 의료원길 19,36.43113169,129.0518042
525,경북,청송군,경북북부제2교도소 부속의원,054-870-2575,Y,경북 청송군 진보면 양정길 110,36.53053461,129.0547717
526,경북,칠곡군,칠곡군보건소,054-973-4000,Y,경상북도 칠곡군 왜관읍 관문로1길 30,35.99070797,128.4186406
527,경북,포항시,포항시 북구보건소,054-270-4114,Y,경상북도 포항시 북구 삼흥로 98 (장성동),36.07066182,129.3804374
528,경북,포항시,포항시 남구보건소,054-270-4004,Y,경상북도 포항시 남구 동해안로 6119 (인덕동),35.99244094,129.3962244
529,경북,포항시,포항세명 기독병원,054-275-0005,Y,경상북도 포항시 남구 포스코대로 351 (대도동),36.01810033,129.3615685
530,경북,포항시,포항 성모병원,054-272-0151,Y,"경상북도 포항시 남구 대잠동길 17 (대잠동, (대잠동))",36.01580742,129.3399085
531,경남,거제시,의료법인 거붕백병원,055-733-0119,Y,경상남도 거제시 계룡로5길 14 (상동동),34.87365361,128.6256281
532,경남,거제시,의료법인 대우병원,055-680-8119,Y,경상남도 거제시 두모길 16 (두모동),34.87195462,128.722122
533,경남,거제시,거제시 보건소,055-639-6133,Y,경상남도 거제시 수양로 506 (양정동),34.89168757,128.6365604
534,경남,거제시,맑은샘병원,055-736-1004,Y,경상남도 거제시 연초면 거제대로 4477,34.8977261,128.6436575
535,경남,거창군,거창적십자병원,055-944-3251,Y,경상남도 거창군 거창읍 중앙로 91,35.68669196,127.9088661
536,경남,거창군,거창군 보건소,055-940-8337,Y,경상남도 거창군 거창읍 거함대로 3079 (보건소),35.6809354,127.8987277
537,경남,고성군,고성군 보건소,055-670-4013,Y,경상남도 고성군 고성읍 남포로79번길 103-3,34.96957375,128.3154029
538,경남,김해시,김해중앙병원,055-330-6007,Y,경상남도 김해시 분성로 94-8 (외동),35.23073391,128.857075
539,경남,김해시,조은금강병원,055-330-0300,Y,경상남도 김해시 김해대로 1814-37 (삼계동),35.26216311,128.8615464
540,경남,김해시,갑을장유병원,055-310-6114,Y,경상남도 김해시 장유로 167-13 (부곡동),35.2086652,128.8056169
541,경남,김해시,김해시 보건소,055-330-4483,Y,경상남도 김해시 분성로 227 (외동),35.23243378,128.8705459
542,경남,남해군,의료법인이도의료 재단 남해병원,055-863-2201,Y,경상남도 남해군 남해읍 화전로 169,34.84647136,127.8942791
543,경남,남해군,남해군 보건소,055-860-8730,Y,경상남도 남해군 남해읍 선소로 6,34.84474988,127.8987857
544,경남,밀양시,밀양 윤병원,055-354-2200,N,경상남도 밀양시 삼문중앙로 32 (삼문동),35.48463668,128.7556253
545,경남,밀양시,밀양시 보건소,055-359-7015,Y,경상남도 밀양시 삼문중앙로 41 (삼문동),35.48567011,128.7560608
546,경남,사천시,삼천포서울병원,055-830-9009,Y,경상남도 사천시 남일로 33 (동금동),34.93310904,128.0801401
547,경남,사천시,사천시 보건소,055-831-3620,Y,경상남도 사천시 용현면 시청로 77,35.00362054,128.0642064
548,경남,사천시,삼천포 제일병원,055-833-4400,Y,경남 사천시 중앙로136,34.93754047,128.0795117
549,경남,산청군,산청군보건의료원,055-970-7500,Y,경상남도 산청군 산청읍 중앙로 97,35.4160819,127.8842361
550,경남,양산시,양산부산대학교병원,055-360-1476,Y,경상남도 양산시 물금읍 금오로 20,35.32878663,129.0064658
551,경남,양산시,베데스다 병원,055-384-9911,Y,양산시 신기로 28,35.35323336,129.0435995
552,경남,양산시,웅상중앙병원,055-912-1032,N,양산시 서창로 59,35.40635726,129.1645139
553,경남,양산시,양산시 보건소,055-392-5220,Y,경상남도 양산시 삽량로 169 (중부동),35.33573899,129.0249752
554,경남,의령군,의령병원,055-573-4100,Y,경상남도 의령군 의령읍 의병로14길 10,35.31875849,128.2585931
555,경남,의령군,의령군 보건소,055-570-4045,Y,경상남도 의령군 의령읍 의병로8길 16,35.31781883,128.2547694
556,경남,진주시,진주제일병원,055-756-2900,Y,진주시 진주대로 885,35.1793984,128.0899459
557,경남,진주시,진주고려병원,055-751-2525,Y,진주시 동진로 2,35.1783363,128.0922379
558,경남,진주시,진주반도병원,055-749-0679,Y,진주시 남강로 701,35.19175562,128.0881393
559,경남,진주시,진주복음병원,055-749-7119,Y,진주시 진양호로 370,35.18537433,128.0693901
560,경남,진주시,진주세란병원,055-760-7575,Y,진주시 진주대로 829,35.17445508,128.0929806
561,경남,진주시,진주한일병원,055-750-1333,Y,진주시 범골로 17,35.16696429,128.1285481
562,경남,진주시,진주시 보건소,055-749-5714,Y,경상남도 진주시 월아산로 2026 (초전동),35.21469804,128.122903
563,경남,창녕군,태황의료재단 한성병원,055-530-5000,Y,경상남도 창녕군 창녕읍 교리1길 2,35.54214884,128.4933868
564,경남,창녕군,창녕군 보건소,055-530-6217,Y,경상남도 창녕군 창녕읍 우포2로 1189-35,35.54364661,128.4900533
565,경남,창원시 의창구,창원시 창원보건소,055-225-5744,Y,경상남도 창원시 의창구 중앙대로162번길 9 (신월동),35.22785292,128.6855338
566,경남,창원시 마산합포구,SMG연세병원,055-240-7777,Y,창원시 마산합포구 3·15대로 76,35.18631476,128.5616013
567,경남,창원시 진해구,창원시 마산보건소,055-225-5944,Y,"경상남도 창원시 마산합포구 월영동북로 15 (해운동, 마산보건소)",35.18239851,128.5628997
568,경남,창원시 진해구,창원시 진해보건소,055-225-6123,Y,"경상남도 창원시 진해구 진해대로 1101 (풍호동, 진해보건소)",35.13143486,128.7101611
569,경남,창원시 진해구,연세에스병원,055-548-7700,Y,경상남도 창원시 진해구 해원로32번길 13 (이동),35.15473256,128.6983345
570,경남,창원시 진해구,세광병원,055-540-3700,Y,경상남도 창원시 진해구 중원동로 55-1 (중앙동),35.14976071,128.6609268
571,경남,창원시 마산합포구,삼성창원병원,055-233-6121,Y,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",35.24299639,128.5919658
572,경남,창원시 성산구,마산의료원,055-249-1116,Y,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),35.19917166,128.56556
573,경남,창원시 성산구,창원경상대학교병원,(주간) 055-214-1000 (야간) 055-214-2119,Y,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",35.19921371,128.7078069
574,경남,창원시 성산구,한마음창원병원,055-267-2000,Y,경상남도 창원시 성산구 원이대로682번길 21 (상남동),35.22082926,128.6871911
575,경남,창원시,창원파티마병원,055-270-1020,Y,창원시 의창구 창이대로 45,35.23724218,128.6444859
576,경남,통영시,통영적십자병원,055-644-8901,Y,경상남도 통영시 중앙로 97 (서호동),34.84238328,128.4198854
577,경남,통영시,통영시 보건소,055-650-6050,Y,경상남도 통영시 안개4길 108 (무전동),34.85980799,128.4320142
578,경남,하동군,새하동병원,055-880-4200,Y,"경상남도 하동군 하동읍 화심길 39, 새하동병원",35.08304054,127.7385624
579,경남,하동군,하동군 보건소,055-882-4000,Y,경상남도 하동군 하동읍 군청로 31,35.06716634,127.7527472
580,경남,함안군,영동병원,055-586-2000,Y,경상남도 함안군 칠원읍 용산2길 45-13,35.30894909,128.5156025
581,경남,함안군,함안군 보건소,055-580-3113,Y,경상남도 함안군 가야읍 중앙남4길 10,35.27575872,128.4102675
582,경남,함양군,함양성심병원,055-963-4322,Y,경상남도 함양군 함양읍 고운로 70,35.52070303,127.7293125
583,경남,함양군,함양군 보건소,055-960-5334,Y,경상남도 함양군 함양읍 한들로 141,35.5196763,127.7317814
584,경남,합천군,합천군 보건소,055-930-3683,Y,경상남도 합천군 합천읍 동서로 39,35.56792811,128.1567534
585,제주,서귀포,서귀포의료원,064-730-3000,Y,"제주특별자치도 서귀포시 장수로 47 (동홍동,(동홍동))",33.25598099,126.5629489
586,제주,서귀포,서귀포열린병원,064-762-8001,Y,제주특별자치도 서귀포시 일주동로 8638 (동홍동),33.25446592,126.5654254
587,제주,제주시,제주한라병원,064-740-5975,Y,"제주특별자치도 제주시 도령로 65 (연동, (연동))",33.49026617,126.4849197
588,제주,제주시,한마음병원,064-750-9119,Y,"제주특별자치도 제주시 연신로 52 (이도이동,(이도이동))",33.49628681,126.5462386
589,제주,제주시,한국병원,064-750-0119,Y,"제주특별자치도 제주시 서광로 193 (삼도일동, (삼도일동))",33.50039153,126.5167292
590,제주,제주시,중앙병원,064-786-7000,Y,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",33.49232117,126.4704807
