지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
우성플러스빌옥상,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 후포면 후포리 1002-6,경상북도 울진군 후포면 후포리 1002-6,36.681785,129.444831,990,300,Y,054-789-4900,,삼율지구2,,,,미적용,,120,37,,,,울진군,054-789-4900,2019-06-30
등기산주차장,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포리 563,경상북도 울진군 후포면 후포리 563,36.681837,129.463525,2640,800,Y,054-789-4900,,후포지구2,,,,미적용,,160,25,,,,울진군,054-789-4900,2019-06-30
용마맨션옥상,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 후포면 후포리 581-5,경상북도 울진군 후포면 후포리 581-5,36.6816476224,129.460817,990,300,Y,054-789-4900,,후포지구2,,,,미적용,,100,19,,,,울진군,054-789-4900,2019-06-30
선재하이츠빌라옥상,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 후포면 후포리 605-6,경상북도 울진군 후포면 후포리 605-6,36.6817987597,129.454039527,660,200,Y,054-789-4900,,후포지구4,,,,미적용,,200,17,,,,울진군,054-789-4900,2019-06-30
후포등기산공원,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포리 581,경상북도 울진군 후포면 후포리 581,36.6827342522,129.461089094,2640,800,Y,054-789-4900,,후포지구1,,,,미적용,,200,43,,,,울진군,054-789-4900,2019-06-30
후포2리마을고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포리 361-1,경상북도 울진군 후포면 후포리 361-1,36.6835577548,129.459777584,330,100,Y,054-789-4900,,후포지구2,,,,미적용,,280,25,,,,울진군,054-789-4900,2019-06-30
후포2리뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포리 289-78,경상북도 울진군 후포면 후포리 289-78,36.6840780069,129.457216,1320,400,Y,054-789-4900,,후포지구3,,,,미적용,,200,35,,,,울진군,054-789-4900,2019-06-30
등대산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포리 산140,경상북도 울진군 후포면 후포리 산140,36.684447243,129.462942322,1320,400,Y,054-789-4900,,후포지구1,,,,미적용,,200,25,,,,울진군,054-789-4900,2019-06-30
후포1리마을고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포리 447-1,경상북도 울진군 후포면 후포리 447-1,36.684868,129.460012,990,300,Y,054-789-4900,,후포지구1,,,,미적용,,100,20,,,,울진군,054-789-4900,2019-06-30
후포동부초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 후포면 후포리 78,경상북도 울진군 후포면 후포리 78,36.687035,129.461851,1650,500,Y,054-789-4900,,후포지구1,,,,미적용,,130,20,,,,울진군,054-789-4900,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 후포면 후포리 37,경상북도 울진군 경상북도 울진군 후포면 후포리 37,36.688566,129.464291,660,200,Y,054-789-4900,,후포지구1,,,,미적용,,120,20,,,,울진군,054-789-4900,2019-06-30
마을뒷산 고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 후포면 후포리 37,경상북도 울진군 경상북도 울진군 후포면 후포리 37,36.689227,129.465457,660,200,Y,054-789-4900,,후포지구1,,,,미적용,,100,19,,,,울진군,054-789-4900,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 평해읍 거일리 산159,경상북도 울진군 경상북도 울진군 평해읍 거일리 산159,36.699183,129.474906,158.4,48,Y,054-789-4100,,거일지구1,,,,미적용,,150,25,,,,울진군,054-789-4100,2019-06-30
거일평화교회,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 거일리 156,경상북도 울진군 평해읍 거일리 156,36.7051592394,129.473067,158.4,48,Y,054-789-4100,,거일지구2,,,,미적용,,100,27,,,,울진군,054-789-4100,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 거일리 산153-1,경상북도 울진군 평해읍 거일리 산153-1,36.701041,129.474662,158.4,48,Y,054-789-4100,,거일지구1,,,,미적용,,100,27,,,,울진군,054-789-4100,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 거일리 192,경상북도 울진군 평해읍 거일리 192,36.703751,129.473863,158.4,48,Y,054-789-4100,,거일지구2,,,,미적용,,250,27,,,,울진군,054-789-4100,2019-06-30
파도향기펜션,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 거일리 61,경상북도 울진군 평해읍 거일리 61,36.706891,129.468369,158.4,48,Y,054-789-4100,,거일지구1,,,,미적용,,230,20,,,,울진군,054-789-4100,2019-06-30
평해연수원뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 거일리 산63,경상북도 울진군 평해읍 거일리 산63,36.708242,129.472600,155.1,47,Y,054-789-4100,,거일지구1,,,,미적용,,120,25,,,,울진군,054-789-4100,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 거일리 83-1,경상북도 울진군 평해읍 거일리 83-1,36.708334,129.472922,158.4,48,Y,054-789-4100,,거일지구1,,,,미적용,,150,25,,,,울진군,054-789-4100,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 평해읍 거일리 산29,경상북도 울진군 경상북도 울진군 평해읍 거일리 산29,36.714272,129.471135,155.1,47,Y,054-789-4100,,거일지구1,,,,미적용,,260,25,,,,울진군,054-789-4100,2019-06-30
직산2리 282번지 밭 일대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 평해읍 직산리 283,경상북도 울진군 경상북도 울진군 평해읍 직산리 283,36.719718,129.470291,231,70,Y,054-789-4100,,직산지구2,,,,미적용,,250,22,,,,울진군,054-789-4100,2019-06-30
직산보건소뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 평해읍 직산리 317,경상북도 울진군 경상북도 울진군 평해읍 직산리 317,36.721387,129.469521,231,70,Y,054-789-4100,,직산지구2,,,,미적용,,180,18,,,,울진군,054-789-4100,2019-06-30
직산2리마을회관뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 직산리 산42,경상북도 울진군 평해읍 직산리 산42,36.723472,129.470617,231,70,Y,054-789-4100,,직산지구2,,,,미적용,,60,18,,,,울진군,054-789-4100,2019-06-30
해뜨는 바다펜션 옆 고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 평해읍 직산리 13-3,경상북도 울진군 경상북도 울진군 평해읍 직산리 13-3,36.732237,129.475067,231,70,Y,054-789-4100,,직산지구1,,,,미적용,,180,18,,,,울진군,054-789-4100,2019-06-30
직산1리 마을회관 뒤 고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 평해읍 직산리 61-1,경상북도 울진군 경상북도 울진군 평해읍 직산리 61-1,36.732433,129.474533,231,70,Y,054-789-4100,,직산지구1,,,,미적용,,150,15,,,,울진군,054-789-4100,2019-06-30
해뜨는 바다펜션 뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 평해읍 직산리 20-1,경상북도 울진군 경상북도 울진군 평해읍 직산리 20-1,36.732957,129.475082,277.2,84,Y,054-789-4100,,직산지구1,,,,미적용,,240,20,,,,울진군,054-789-4100,2019-06-30
월송초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 평해읍 월송리 1007,경상북도 울진군 평해읍 월송리 1007,36.7360326921,129.458995,1280.4,388,Y,054-789-4100,,월송지구1,,,,미적용,,600,15,,,,울진군,054-789-4100,2019-06-30
월송2리마을회관뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 월송리 산22-6,경상북도 울진군 평해읍 월송리 산22-6,36.739277,129.459518,660,200,Y,054-789-4100,,월송지구2,,,,미적용,,600,25,,,,울진군,054-789-4100,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 평해읍 월송리 산18,경상북도 울진군 평해읍 월송리 산18,36.741326,129.458223,660,200,Y,054-789-4100,,월송지구3,,,,미적용,,600,27,,,,울진군,054-789-4100,2019-06-30
구산비치모텔뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 구산리 391,경상북도 울진군 기성면 구산리 391,36.7521159104,129.464745,990,300,Y,054-789-6153,,구산지구2,,,,미적용,,360,20,,,,울진군,054-789-6153,2019-06-30
동해월송정옥상,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 기성면 구산리 418-1,경상북도 울진군 기성면 구산리 418-1,36.755058,129.464247,990,300,Y,054-789-6153,,구산지구2,,,,미적용,,280,22,,,,울진군,054-789-6153,2019-06-30
구산침례교회뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 구산리 305,경상북도 울진군 기성면 구산리 305,36.758401,129.465736,990,300,Y,054-789-6153,,구산지구1,,,,미적용,,200,21,,,,울진군,054-789-6153,2019-06-30
구산중앙교회옆,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 구산리 177,경상북도 울진군 기성면 구산리 177,36.761187,129.466555,660,200,Y,054-789-6153,,구산지구1,,,,미적용,,240,22,,,,울진군,054-789-6153,2019-06-30
태평양횟집뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 구산리 48-2,경상북도 울진군 기성면 구산리 48-2,36.762684,129.471343,495,150,Y,054-789-6153,,구산지구1,,,,미적용,,150,22,,,,울진군,054-789-6153,2019-06-30
마을뒤고지대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 구산리 83,경상북도 울진군 기성면 구산리 83,36.763366,129.473968,990,300,Y,054-789-6153,,구산지구1,,,,미적용,,240,19,,,,울진군,054-789-6153,2019-06-30
봉산2리개인주택,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 기성면 봉산리 72,경상북도 울진군 기성면 봉산리 72,36.7692067034,129.475752586,1650,500,Y,054-789-6153,,봉산지구2,,,,미적용,,130,15,,,,울진군,054-789-6153,2019-06-30
봉산2리마을회관뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 봉산리 115-2,경상북도 울진군 기성면 봉산리 115-2,36.770557,129.474460,660,200,Y,054-789-6153,,봉산지구2,,,,미적용,,120,15,,,,울진군,054-789-6153,2019-06-30
마을뒷산묘지,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 봉산리 산60,경상북도 울진군 기성면 봉산리 산60,36.771752,129.474119,990,300,Y,054-789-6153,,봉산지구2,,,,미적용,,60,17,,,,울진군,054-789-6153,2019-06-30
봉산리 150-1 일대 밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 봉산리 150-1,경상북도 울진군 기성면 봉산리 150-1,36.774914,129.471239,330,100,Y,054-789-6153,,봉산지구1,,,,미적용,,100,15,,,,울진군,054-789-6153,2019-06-30
봉산1리마을뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 봉산리 309,경상북도 울진군 기성면 봉산리 309,36.780361,129.468673,330,100,Y,054-789-6153,,봉산지구1,,,,미적용,,100,26,,,,울진군,054-789-6153,2019-06-30
봉산1리개인주택,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 기성면 봉산리 322,경상북도 울진군 기성면 봉산리 322,36.781524,129.465934,990,300,Y,054-789-6153,,봉산지구1,,,,미적용,,250,23,,,,울진군,054-789-6153,2019-06-30
봉산리 490번지 인근도로,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 기성면 봉산리 490,경상북도 울진군 기성면 봉산리 490,36.788254,129.459793,3300,1000,Y,054-789-6153,,봉산지구1,,,,미적용,,500,24,,,,울진군,054-789-6153,2019-06-30
기성리 135번지 일대 밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성 척산리 135,경상북도 울진군 기성 척산리 135,36.796615,129.449056,330,100,Y,054-789-6153,,기성지구,,,,미적용,,100,15,,,,울진군,054-789-6153,2019-06-30
기성초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 기성면 기성리 194,경상북도 울진군 기성면 기성리 194,36.8011899781,129.458110119,1650,500,Y,054-789-6153,,기성지구,,,,미적용,,250,17,,,,울진군,054-789-6153,2019-06-30
기성리 321번지 일대 밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성 척산리 321,경상북도 울진군 기성 척산리 321,36.801116,129.451333,330,100,Y,054-789-6153,,기성지구,,,,미적용,,250,20,,,,울진군,054-789-6153,2019-06-30
비행훈련원기숙사,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 기성면 기성리 410,경상북도 울진군 기성면 기성리 410,36.802330,129.450082,3300,1000,Y,054-789-6153,,기성지구,,,,미적용,,550,40,,,,울진군,054-789-6153,2019-06-30
기성리 451번지 옆 도로,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 기성 기성리 451번지,경상북도 울진군 기성 기성리 451번지,36.803793,129.457048,990,300,Y,054-789-6153,,기성지구,,,,미적용,,370,30,,,,울진군,054-789-6153,2019-06-30
마을뒤고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 사동리 169,경상북도 울진군 기성면 사동리 169,36.823227,129.446460,990,300,Y,054-789-6153,,사동지구2,,,,미적용,,90,15,,,,울진군,054-789-6153,2019-06-30
사동3리마을뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 사동리 산75-1,경상북도 울진군 기성면 사동리 산75-1,36.825444,129.444455,330,100,Y,054-789-6153,,사동지구2,,,,미적용,,160,26,,,,울진군,054-789-6153,2019-06-30
사동2리마을뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 사동리 275,경상북도 울진군 기성면 사동리 275,36.8284435719,129.443943184,330,100,Y,054-789-6153,,사동지구1,,,,미적용,,100,21,,,,울진군,054-789-6153,2019-06-30
마을뒤도로,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 사동리 308-1,경상북도 울진군 기성면 사동리 308-1,36.8287531476,129.445535394,990,300,Y,054-789-6153,,사동지구1,,,,미적용,,100,15,,,,울진군,054-789-6153,2019-06-30
사동초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 기성면 사동리 455,경상북도 울진군 기성면 사동리 455,36.8297655527,129.437476432,1650,500,Y,054-789-6153,,사동지구1,,,,미적용,,90,15,,,,울진군,054-789-6153,2019-06-30
삼성모텔 뒤 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면  망양로 111,경상북도 울진군 기성면  망양로 111,36.8463643636,129.429507035,660,200,Y,054-789-6153,,망양지구2,,,,미적용,,100,18,,,,울진군,054-789-6153,2019-06-30
망양정옛터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 기성면 망양리 413-4,경상북도 울진군 기성면 망양리 413-4,36.849533,129.427787,990,300,Y,054-789-6153,,망양지구2,,,,미적용,,90,19,,,,울진군,054-789-6153,2019-06-30
마을뒤고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 기성면 망양리 515-1,경상북도 울진군 경상북도 울진군 기성면 망양리 515-1,36.852577,129.423151,1650,500,Y,054-789-6153,,망양지구1,,,,미적용,,300,19,,,,울진군,054-789-6153,2019-06-30
늘푸른민박,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 기성면 망양리 493-2,경상북도 울진군 기성면 망양리 493-2,36.8550222959,129.425337388,660,200,Y,054-789-6153,,망양지구1,,,,미적용,,100,14,,,,울진군,054-789-6153,2019-06-30
덕신휴게소뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 덕신리 산231-1,경상북도 울진군 매화면 덕신리 산231-1,36.879470,129.414272,825,250,Y,054-789-6153,,"덕신지구1,2",,,,미적용,,780,25,,,,울진군,054-789-6153,2019-06-30
덕신감리교회뒷편,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 덕신리 407-2,경상북도 울진군 매화면 덕신리 407-2,36.884086,129.414481,825,250,Y,054-789-6153,,"덕신지구1,2",,,,미적용,,220,6,,,,울진군,054-789-6153,2019-06-30
덕신리마을뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 덕신리 476-1,경상북도 울진군 매화면 덕신리 476-1,36.887089,129.413244,825,250,Y,054-789-6153,,"덕신지구1,2",,,,미적용,,230,11,,,,울진군,054-789-6153,2019-06-30
해양레포츠센터,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 매화면  오산항길 59,경상북도 울진군 매화면  오산항길 59,36.8904665,129.4123964,330,100,Y,054-789-6153,,오산지구3,,,,미적용,,25,5,,,,울진군,054-789-6153,2019-06-30
순복음교회뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 오산리 294,경상북도 울진군 매화면 오산리 294,36.892792,129.414937,495,150,Y,054-789-6153,,오산지구3,,,,미적용,,360,11,,,,울진군,054-789-6153,2019-06-30
마을뒤고지대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 오산리 253-2,경상북도 울진군 매화면 오산리 253-2,36.8936598277,129.416821,825,250,Y,054-789-6153,,"덕신지구1,2",,,,미적용,,670,11,,,,울진군,054-789-6153,2019-06-30
마을뒤고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 오산리 253-2,경상북도 울진군 매화면 오산리 253-2,36.8936598277,129.416821,660,200,Y,054-789-6153,,오산지구3,,,,미적용,,510,9,,,,울진군,054-789-6153,2019-06-30
오산항 등대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 오산리 238,경상북도 울진군 매화면 오산리 238,36.894381,129.417633,330,100,Y,054-789-6153,,오산지구2,,,,미적용,,340,43,,,,울진군,054-789-6153,2019-06-30
망양정로,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 매화면 오산리 106-4,경상북도 울진군 매화면 오산리 106-4,36.897202,129.418581,330,100,Y,054-789-6153,,오산지구2,,,,미적용,,180,18,,,,울진군,054-789-6153,2019-06-30
오산3리뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 오산리 산196,경상북도 울진군 매화면 오산리 산196,36.904447,129.413044,825,250,Y,054-789-6153,,오산지구1,,,,미적용,,450,11,,,,울진군,054-789-6153,2019-06-30
마을뒤고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 매화면 오산리 642-1,경상북도 울진군 매화면 오산리 642-1,36.909450,129.414032,1254,380,Y,054-789-6153,,오산지구1,,,,미적용,,320,14,,,,울진군,054-789-6153,2019-06-30
진복2리복지회관뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 진복리 231-2,경상북도 울진군 근남면 진복리 231-2,36.918327,129.415913,495,150,Y,054-789-4443,,진복지구2,,,,미적용,,80,9,,,,울진군,054-789-4443,2019-06-30
만영수산뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 진복리 178-1,경상북도 울진군 근남면 진복리 178-1,36.9216727493,129.418431376,330,100,Y,054-789-4443,,진복지구2,,,,미적용,,175,13,,,,울진군,054-789-4443,2019-06-30
진복리522번지일대공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 진복리 522,경상북도 울진군 근남면 진복리 522,36.926987,129.414516,330,100,Y,054-789-4443,,진복지구1,,,,미적용,,325,19,,,,울진군,054-789-4443,2019-06-30
진복리651번지일대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 진복리 651,경상북도 울진군 근남면 진복리 651,36.929216,129.413523,990,300,Y,054-789-4443,,진복지구1,,,,미적용,,320,8,,,,울진군,054-789-4443,2019-06-30
펜션뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 진복리 699,경상북도 울진군 근남면 진복리 699,36.931646,129.414849,330,100,Y,054-789-4443,,진복지구1,,,,미적용,,200,5,,,,울진군,054-789-4443,2019-06-30
산포3리마을회관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 근남면 산포리 75-1,경상북도 울진군 근남면 산포리 75-1,36.9465173221,129.417259505,330,100,Y,054-789-4443,,산포지구5,,,,미적용,,170,7,,,,울진군,054-789-4443,2019-06-30
산포리92번지일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 산포리 312,경상북도 울진군 근남면 산포리 312,36.947544,129.415308486,330,100,Y,054-789-4443,,산포지구5,,,,미적용,,250,8,,,,울진군,054-789-4443,2019-06-30
산포리313번지일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 산포리 313,경상북도 울진군 근남면 산포리 313,36.947661,129.415170,330,100,Y,054-789-4443,,산포지구5,,,,미적용,,250,20,,,,울진군,054-789-4443,2019-06-30
산포리18번지일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 산포리 18,경상북도 울진군 근남면 산포리 18,36.954601,129.416301,495,150,Y,054-789-4443,,산포지구4,,,,미적용,,130,17,,,,울진군,054-789-4443,2019-06-30
산포리523번지일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 산포리 523,경상북도 울진군 근남면 산포리 523,36.957740,129.413565,495,150,Y,054-789-4443,,산포지구4,,,,미적용,,220,11,,,,울진군,054-789-4443,2019-06-30
노음초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 근남면 535,경상북도 울진군 근남면 535,36.958665,129.391830,990,300,Y,054-789-4443,,노음지구,,,,미적용,,2000,7,,,,울진군,054-789-4443,2019-06-30
산포리1030-4번지일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 산포리 1030-4,경상북도 울진군 근남면 산포리 1030-4,36.958730,129.408709,330,100,Y,054-789-4443,,산포지구3,,,,미적용,,630,14,,,,울진군,054-789-4443,2019-06-30
경원아파트,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 근남면 노음리 331-4,경상북도 울진군 근남면 노음리 331-4,36.960899,129.394335,660,200,Y,054-789-4443,,노음지구,,,,미적용,,1800,6,,,,울진군,054-789-4443,2019-06-30
방사능센터,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 근남면 산포리 823-3,경상북도 울진군 근남면 산포리 823-3,36.9614955696,129.402241243,990,300,Y,054-789-4443,,산포지구3,,,,미적용,,1100,5,,,,울진군,054-789-4443,2019-06-30
산포리641-2번지도로일대,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 근남면 산포리 642,경상북도 울진군 근남면 산포리 642,36.961896,129.412227,330,100,Y,054-789-4443,,"산포지구1,2",,,,미적용,,200,14,,,,울진군,054-789-4443,2019-06-30
근남문화체육센터,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 근남면 노음리 326-3,경상북도 울진군 근남면 노음리 326-3,36.9639975492,129.394694894,990,300,Y,054-789-4443,,노음지구,,,,미적용,,1700,6,,,,울진군,054-789-4443,2019-06-30
해맞이공원주차장,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 산포리 714,경상북도 울진군 근남면 산포리 714,36.964549,129.412294,990,300,Y,054-789-4443,,"산포지구1,2",,,,미적용,,220,21,,,,울진군,054-789-4443,2019-06-30
망양정,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 산포리 716-2,경상북도 울진군 근남면 산포리 716-2,36.966585,129.412732,330,100,Y,054-789-4443,,"산포지구1,2",,,,미적용,,130,42,,,,울진군,054-789-4443,2019-06-30
수산리421번지일대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 수산리 421,경상북도 울진군 근남면 수산리 421,36.969744,129.394120921,330,100,Y,054-789-4443,,수산지구,,,,미적용,,1500,21,,,,울진군,054-789-4443,2019-06-30
수산리483-1번지일대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 수산리 483-1,경상북도 울진군 근남면 수산리 483-1,36.9716589558,129.397837,264,80,Y,054-789-4443,,수산지구,,,,미적용,,1200,12,,,,울진군,054-789-4443,2019-06-30
수산리493번지공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 근남면 수산리 493,경상북도 울진군 근남면 수산리 493,36.973011,129.397109,990,300,Y,054-789-4443,,수산지구,,,,미적용,,1200,10,,,,울진군,054-789-4443,2019-06-30
읍남리102-1번지마을뒤언덕,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 읍남리 102-1,경상북도 울진군 울진읍 읍남리 102-1,36.980846,129.405716,330,100,Y,054-789-6153,,읍남지구 1,,,,미적용,,340,9,,,,울진군,054-789-6153,2019-06-30
읍남리145번지일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 읍남리 152-1,경상북도 울진군 울진읍 읍남리 152-1,36.985813,129.408393,330,100,Y,054-789-6153,,읍남지구 2,,,,미적용,,210,23,,,,울진군,054-789-6153,2019-06-30
연지1리마을회관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 울진읍 연지리 203-6,경상북도 울진군 울진읍 연지리 203-6,36.991508,129.415332,660,200,Y,054-789-6153,,"연지지구 2, 3",,,,미적용,,40,15,,,,울진군,054-789-6153,2019-06-30
대동빌라,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 울진읍 연지리 138-1,경상북도 울진군 울진읍 연지리 138-1,36.991621,129.414352985,594,180,Y,054-789-6153,,"연지지구 2, 3",,,,미적용,,60,25,,,,울진군,054-789-6153,2019-06-30
연지리406-1번지일대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 연지리 401-10,경상북도 울진군 울진읍 연지리 401-10,37.002240,129.409089,330,100,Y,054-789-6153,,연지지구 1,,,,미적용,,550,22,,,,울진군,054-789-6153,2019-06-30
연지리495-1번지도로일대,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 울진읍 연지리 495-1,경상북도 울진군 울진읍 연지리 495-1,37.005024,129.416483,990,300,Y,054-789-6153,,연지지구 1,,,,미적용,,240,26,,,,울진군,054-789-6153,2019-06-30
동회관뒷편통로박스,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 온양리 224-27,경상북도 울진군 울진읍 온양리 224-27,37.018647,129.405421,165,50,Y,054-789-6153,,온양지구 2,,,,미적용,,190,15,,,,울진군,054-789-6153,2019-06-30
교원사택,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 온양리 192,경상북도 울진군 울진읍 온양리 192,37.0249317239,129.408943788,1650,500,Y,054-789-6153,,온양지구 1,,,,미적용,,100,5,,,,울진군,054-789-6153,2019-06-30
